"","id","session","stresscond","stresslevel","group","order","date","warehouse_Time_to_eliminate_enemies_total","warehouse_Distance_rifle_moved_total","warehouse_Shots_fired_total","warehouse_Number_of_hits_total","warehouse_Number_of_misses_total","warehouse_Hits_per_shots_fired_total","warehouse_Misses_per_shots_fired_total","warehouse_Hits_on_enemies_total","warehouse_Hits_on_hostages_total","warehouse_Hits_on_enemies_per_shots_fired_total","warehouse_Hits_on_hostages_per_shots_fired_total","warehouse_Points_per_shots_fired_total","warehouse_Average_total_radial_error_of_all_chest_shots_fired_total","warehouse_Average_total_radial_error_of_all_head_shots_fired_total","warehouse_Standard_deviation_average_total_radial_error_per_chest_shots_fired_total","warehouse_Standard_deviation_average_total_radial_error_per_head_shots_fired_total","warehouse_Time_to_aim_at_avatars_total","warehouse_Time_until_action_taken_total","warehouse_Total_performance_score","warehouse_Total_performance_score_rep","warehouse_Total_performance_score_revtime","range_shots_fired","range_total_hits","range_total_points","range_total_radial_error","range_total_standard_deviation","range_total_time_to_aim","range_total_time_to_shoot","HR.baseline","HRV.baseline","HRConfidenceGT50.baseline","HR.warehouse","HRV.warehouse","HRConfidenceGT50.warehouse","meanscl_baseline","meanscl_warehouse","scrnsf_baseline","scrnsf_warehouse","scramp_baseline","scramp_warehouse","scrrise_baseline","scrrise_warehouse","scrrec_baseline","scrrec_warehouse","scronset_baseline","scronset_warehouse","STICSACOG_BL","STICSASOM_BL","STICSACOG_PT","STICSASOM_PT","STICSACOG_PW","STICSASOM_PW","sample_timing","aa_mean_time1","aa_mean_time2","aa_mean_time3","aa_mean_time4","cort_mean_time1","cort_mean_time2","cort_mean_time3","cort_mean_time4"
"205",103,1,"HS","High_Stress","Mindfulness",1,2019-07-01,772.0485,219.2927,1493,157,1302,0.1052985,0.8791055,143,14,0.09623149,0.009389671,38843.75,0.01374149,0.0007790147,0.8431953,0.003995007,994.7975,68.10069,511,511.034899328859,-100.565522074282,41,2,25,46.22359,71.22627,84.34465,1.007432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,16,21,15,20,16,"shorter",285.9,257,176.3,217,0.125,0.106,0.154,0.219
"206",103,2,"LS","Low_Stress","Mindfulness",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shorter",NA,NA,NA,NA,NA,NA,NA,NA
"207",104,1,"HS","High_Stress","Control",1,2019-07-08,747.7136,308.9843,1050,176,853,0.1732125,0.8147087,171,5,0.1691489,0.005045409,47396.88,0.01423378,0.003213129,0.1477766,0.1174602,960.1761,102.6079,673,672.913021363174,114.222872340426,40,20,650,402.0541,32166.83,139.3758,48.06295,81.7404761904762,NA,1,111.973148148148,43.2648148148148,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shorter",85.9,219.3,167.3,117.8,0.508,0.349,0.287,0.29
"208",104,2,"LS","Low_Stress","Control",1,2019-07-09,710.9206,330.6667,1106,172,859,0.1566952,0.7792088,169,3,0.1547958,0.002747253,50925,0.02285033,0.002082873,0.5065555,0.02964209,982.2188,80.60876,674,674.022151898734,170.928709055877,41,24,710,513.7095,48853.35,72.60242,29.2675,85.4333333333333,NA,1,98.7768518518518,50.6277777777778,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20,20,19,27,27,"shorter",97.9,171.2,95.1,122.5,0.67,0.385,0.363,0.351
"209",105,1,"LS","Low_Stress","Reappraisal",2,2019-07-08,761.4873,336.7975,1456,167,1244,0.1147766,0.857659,157,10,0.1082402,0.006939625,45962.5,0.01304301,0.0009499077,0.2310907,0.005328316,994.096,68.58913,590.5,590.726893676164,-27.654985549133,40,1,40,18.97973,9.71256,124.1761,2.204246,78.8770833333333,NA,1,88.9941176470588,79.8450980392157,0.943137254901961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,15,14,13,14,"shorter",78.9,93.8,80.4,74.8,0.259,0.127,0.114,0.136
"210",105,2,"HS","High_Stress","Reappraisal",2,2019-07-09,698.8836,294.4274,1220,208,948,0.1719965,0.7814845,202,6,0.167675,0.004979253,55043.75,0.01858168,0.003486675,0.2487022,0.1712346,960.7256,95.64201,601.5,601.559016393443,116.236634531113,40,0,0,0,0,92.65599,0.1733821,73.9479166666667,NA,0.991666666666667,86.7245098039216,83.7009803921569,0.922549019607843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,16,16,13,17,"shorter",69.9,144.8,147.1,109.9,0.195,0.162,0.129,0.129
"211",106,1,"HS","High_Stress","Reappraisal",1,2019-07-08,695.8911,406.8505,1154,191,925,0.1671258,0.8027778,183,8,0.1598214,0.007407407,52212.5,0.01568999,0.006968646,0.2620613,1.403164,964.316,77.61683,558.5,558.661458333333,31.2972222222222,42,41,1670,929.8329,267171.5,41.99367,63.78102,68.2666666666667,NA,0.976190476190476,88.4627450980392,57.2421568627451,0.975490196078431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,19,23,16,21,24,"shorter",179.4,178.9,119.6,118.1,0.114,0.109,0.096,0.089
"212",106,2,"LS","Low_Stress","Reappraisal",1,2019-07-10,708.1525,382.8172,1285,202,1027,0.1631321,0.7992218,192,10,0.1549755,0.008203445,55918.75,0.01695214,0.007241181,0.3035784,1.551995,986.5657,76.35427,530,529.758365758755,33.5025751072961,50,48,1955,1092.3,366627,21.18765,40.59958,68.2238095238095,NA,1,81.9852941176471,63.7637254901961,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,22,18,23,22,27,"shorter",152.4,163.5,124.1,122,0.15,0.116,0.086,0.087
"213",107,1,"LS","Low_Stress","Mindfulness",2,2019-07-10,722.9764,381.0795,1774,207,1529,0.1174112,0.8641827,190,17,0.1077738,0.009832273,54818.75,0.01137902,0.001129748,0.1448802,0.01174348,983.1073,61.32431,398.5,398.480214810627,-147.754660252556,44,35,1490,783.3759,154161.4,22.4328,20.47234,73.3979166666667,NA,1,81.7407407407407,70.0296296296296,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,16,16,16,15,"shorter",61.5,89.5,54.1,80.5,0.227,0.179,0.171,0.157
"214",107,2,"HS","High_Stress","Mindfulness",2,2019-07-12,653.012,307.4873,2003,208,1740,0.106429,0.8695,191,17,0.09724473,0.009254219,53628.13,0.01141169,0.002816947,0.1634433,0.1580523,983.6273,60.65976,326.5,326.393606393606,-102.512520413718,68,60,2590,1364.16,529322.3,9.414338,19.80525,67.4619047619048,NA,1,75.6960784313726,76.5950980392157,0.965686274509804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,14,12,15,13,"shorter",84,81,54.8,41.2,0.29,0.171,0.125,0.159
"215",108,1,"LS","Low_Stress","Reappraisal",2,2019-07-10,778.6062,370.9883,1032,176,829,0.171737,0.8085743,166,10,0.1619235,0.009881423,48853.13,0.01873831,0.01247143,0.2445776,3.24929,977.9088,84.98244,602.5,602.669089147287,-36.7586734693878,40,11,385,208.0009,4789.284,303.5833,59.25003,81.0714285714286,NA,1,95.7901960784314,42.7696078431373,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,13,11,11,16,"shorter",209.3,103.5,163.3,327,0.256,0.22,0.436,0.213
"216",108,2,"HS","High_Stress","Reappraisal",2,2019-07-12,742.4395,316.8593,1257,193,1028,0.1552163,0.8224756,182,11,0.1475827,0.008906882,53896.88,0.01329817,0.008625119,0.1037296,2.760502,981.3219,81.53181,544.5,544.719246861925,-2.21502145922747,40,16,450,304.7204,14184.63,170.2415,16.79078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,20,17,12,16,"shorter",253.1,391,176,206.8,0.482,0.334,0.137,0.348
"217",109,1,"LS","Low_Stress","Control",2,2019-07-22,620.1241,280.1071,1059,205,788,0.2022587,0.7464115,200,5,0.1971253,0.005263158,57278.13,0.07668554,0.003492021,47.03679,0.1322577,965.7654,73.16859,547,547.068998109641,181.968947368421,41,20,565,389.2928,28936.16,78.84283,35.82986,72.4125,NA,1,83.556862745098,69.2450980392157,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,13,18,13,21,14,"shorter",240.6,183.2,114.8,99.5,0.43,0.256,0.176,0.137
"218",109,2,"HS","High_Stress","Control",2,2019-07-23,524.8424,282.818,777,202,521,0.2617801,0.6761134,196,6,0.2539267,0.007915568,58346.88,0.0940445,0.006663181,74.46188,0.4779422,973.5826,83.09959,447.5,447.298,325.099593495935,40,23,730,420.4295,35037.96,35.03769,16.54678,85.60625,NA,1,84.3027777777778,49.5509259259259,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,11,22,11,20,11,"shorter",117.6,175.3,132.7,111,0.363,0.161,0.119,0.105
"219",110,1,"HS","High_Stress","Reappraisal",1,2019-07-23,721.7953,342.2237,1126,201,891,0.1786667,0.8024008,193,8,0.1715555,0.007155635,51678.13,0.01290988,0.01266848,0.06837131,2.660225,963.9675,98.92413,585,584.947602131439,79.5817084493965,40,20,675,431.0834,34767.13,127.1445,51.94123,71.4020833333333,NA,1,90.7578431372549,75.7745098039216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14,13,19,12,20,"shorter",102.5,78.1,69.9,67.6,0.594,0.191,0.175,0.139
"220",110,2,"LS","Low_Stress","Reappraisal",1,2019-07-25,616.7637,412.8623,794,211,534,0.2660782,0.6866841,204,7,0.2572509,0.008939974,57759.38,0.0279926,0.007093585,0.408363,0.5956984,960.1891,98.12794,518.5,518.26726342711,193.295039164491,40,16,535,312.757,15666.15,182.0272,29.98123,67.2729166666667,NA,1,81.7148148148148,90.9259259259259,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,15,12,10,14,"shorter",76.4,47.7,42.1,43.3,0.208,0.166,0.129,0.131
"221",111,1,"HS","High_Stress","Mindfulness",1,2019-08-07,801.2148,151.5667,1640,60,1577,0.04126547,0.9615853,58,2,0.03988996,0.001375516,16971.88,0.002994455,0.001063193,0.007418891,0.008796304,1033.476,29.39487,766,766.183872938302,63.8363136176066,40,0,0,0,0,271.1641,1.222041,77.4761904761905,NA,1,117.751391465677,45.317254174397,0.984230055658627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,18,19,16,18,20,"shorter",166.8,164.8,107.9,100,0.216,0.335,0.323,0.319
"222",111,2,"LS","Low_Stress","Mindfulness",1,2019-08-08,801.1912,246.1896,2133,117,2000,0.05678392,0.9380362,112,5,0.05427136,0.002532928,30734.38,0.003886452,0.00233003,0.04095591,0.1515402,1024.84,38.11288,708,708.21455399061,5.25278622087133,40,0,0,0,0,140.3039,2.352344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,19,20,13,25,"shorter",86.3,89.9,59.7,64.6,0.246,0.191,0.249,0.257
"223",112,1,"HS","High_Stress","Control",1,2019-08-07,801.2429,419.6336,2536,22,2513,0.009738822,0.9914913,20,2,0.008853475,0.0009049774,6175,0.0006731072,0.0001154996,0.0004955541,0.00006014841,1056.092,6.905701,762,762.221804511278,59.1029411764706,41,1,30,16.76184,7.575251,156.1882,2.737703,67.0770833333333,NA,1,92.6039215686275,64.906862745098,0.987254901960784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,12,11,12,13,"shorter",148.7,123.2,193.4,115.3,0.217,0.142,0.093,0.122
"224",112,2,"LS","Low_Stress","Control",1,2019-08-08,801.2325,255.8414,2105,113,1978,0.05386082,0.9432049,108,5,0.0514776,0.002436647,30800,0.004448965,0.001202454,0.02841273,0.02715399,1027.474,35.55206,708.5,708.315914489311,45.0288559754852,46,3,85,53.00001,116.3865,97.18935,3.771774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,11,10,12,"shorter",144.3,195.2,87.6,345.1,0.161,0.125,0.135,0.11
"225",113,1,"LS","Low_Stress","Control",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,5,95,95.27226,527.1427,132.0244,44.05785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,16,26,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",113,2,"HS","High_Stress","Control",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",114,1,"LS","Low_Stress","Reappraisal",2,2019-08-14,784.8842,351.2459,1143,181,927,0.1583552,0.8185921,172,9,0.1504812,0.008071749,48984.38,0.01910475,0.01027152,1.068536,3.92684,976.7496,85.82196,626.5,626.42782152231,-25.3590208522212,40,16,355,289.4843,13581.2,71.47379,24.01655,NA,NA,NA,65.2564102564103,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,10,11,10,14,"shorter",95.9,155.5,78.1,70.7,0.233,0.145,0.097,0.091
"228",114,2,"HS","High_Stress","Reappraisal",2,2019-08-16,661.3122,363.4838,995,204,723,0.2052314,0.7318612,199,5,0.2002012,0.005060729,55412.5,0.0530187,0.002228782,6.443664,0.02827804,960.8417,102.0796,589,588.87323943662,185.379074658254,41,11,345,215.533,4939.877,56.17794,9.097463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,11,12,11,14,"shorter",119.7,129.6,86.4,84.1,0.067,0.081,0.093,0.08
"229",115,1,"LS","Low_Stress","Mindfulness",2,2019-08-14,794.4874,321.8209,1370,148,1211,0.1084249,0.8877323,137,11,0.1003663,0.008160237,40578.13,0.09995692,0.004455021,111.0799,0.4939264,985.715,76.95582,589,588.809489051095,-81.5339313572543,40,16,380,291.483,13614.61,127.1116,26.32738,80.8104166666667,52.6020833333333,1,116.806862745098,36.0029411764706,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,17,12,21,11,24,"shorter",154.5,150.1,73.6,88.7,0.079,0.058,0.037,0.032
"230",115,2,"HS","High_Stress","Mindfulness",2,2019-08-15,781.327,328.7673,1154,193,932,0.1715363,0.8096916,186,7,0.1658812,0.006092254,49843.75,0.01964898,0.003247005,0.289749,0.1247594,951.3575,111.5774,662.5,662.596187175043,19.1258309591643,40,14,410,267.8267,10111.48,148.707,42.17583,80.4796296296296,NA,1,104.671568627451,42.7098039215686,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,10,15,10,19,"shorter",62.2,87.1,44.3,44.6,0.25,0.152,0.122,0.112
